filename,filepath,true_class,predicted_class,confidence,dataset,model,is_high_confidence,is_low_confidence
0_1kIM_15_ARMD.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Eye disease\A\0_1kIM_15_ARMD.png,A,D,0.639428436756134,eye,eye_model.keras,False,False
0_1kIM_18_ARMD.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Eye disease\A\0_1kIM_18_ARMD.png,A,D,0.682273268699646,eye,eye_model.keras,False,False
0_1kIM_24_ARMD.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Eye disease\A\0_1kIM_24_ARMD.png,A,D,0.6143354773521423,eye,eye_model.keras,False,False
0_1kIM_28_ARMD.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Eye disease\A\0_1kIM_28_ARMD.png,A,D,0.24959902465343475,eye,eye_model.keras,False,True
0_1kIM_35_ARMD.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Eye disease\A\0_1kIM_35_ARMD.png,A,D,0.6135452389717102,eye,eye_model.keras,False,False
0_1kIM_39_ARMD.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Eye disease\A\0_1kIM_39_ARMD.png,A,D,0.6948115825653076,eye,eye_model.keras,False,False
0_1kIM_62_ARMD.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Eye disease\A\0_1kIM_62_ARMD.png,A,D,0.7816815972328186,eye,eye_model.keras,True,False
0_1kIM_68_ARMD.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Eye disease\A\0_1kIM_68_ARMD.png,A,D,0.6303739547729492,eye,eye_model.keras,False,False
0_1kIM_70_ARMD.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Eye disease\A\0_1kIM_70_ARMD.png,A,D,0.46565231680870056,eye,eye_model.keras,False,True
0_aria_a_10_27.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Eye disease\A\0_aria_a_10_27.png,A,D,0.4287981688976288,eye,eye_model.keras,False,True
0_aria_a_27_11.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Eye disease\A\0_aria_a_27_11.png,A,D,0.4186057448387146,eye,eye_model.keras,False,True
0_aria_a_39_1.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Eye disease\A\0_aria_a_39_1.png,A,D,0.7527287602424622,eye,eye_model.keras,True,False
0_aria_a_5_9.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Eye disease\A\0_aria_a_5_9.png,A,D,0.35626763105392456,eye,eye_model.keras,False,True
0_ORID19_103_ARMD.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Eye disease\A\0_ORID19_103_ARMD.png,A,D,0.5312649607658386,eye,eye_model.keras,False,False
0_ORID19_109_ARMD.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Eye disease\A\0_ORID19_109_ARMD.png,A,D,0.834907591342926,eye,eye_model.keras,True,False
0_ORID19_124_ARMD.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\Eye disease\A\0_ORID19_124_ARMD.png,A,D,0.5844876170158386,eye,eye_model.keras,False,False
