epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.5338645577430725,9.999999747378752e-05,0.7349807024002075,0.6232876777648926,0.6164328455924988
1,0.6055777072906494,9.999999747378752e-05,0.6675823330879211,0.7054794430732727,0.5556182861328125
2,0.6401062607765198,9.999999747378752e-05,0.6454474329948425,0.7808219194412231,0.5064888000488281
3,0.6932271122932434,9.999999747378752e-05,0.5890897512435913,0.8082191944122314,0.4686868190765381
4,0.7158034443855286,9.999999747378752e-05,0.5466753840446472,0.8287671208381653,0.4382117688655853
5,0.7317396998405457,9.999999747378752e-05,0.5322527289390564,0.8561643958091736,0.41439127922058105
6,0.7503319978713989,9.999999747378752e-05,0.5128270387649536,0.8561643958091736,0.3936166763305664
7,0.7609561681747437,9.999999747378752e-05,0.5079313516616821,0.8698630332946777,0.3768148422241211
8,0.7636122107505798,9.999999747378752e-05,0.49317634105682373,0.8698630332946777,0.36091065406799316
9,0.7822045087814331,9.999999747378752e-05,0.47840526700019836,0.8767123222351074,0.3483208119869232
10,0.7822045087814331,9.999999747378752e-05,0.454986035823822,0.8835616707801819,0.33770275115966797
11,0.8127490282058716,9.999999747378752e-05,0.44841572642326355,0.8835616707801819,0.3291444182395935
12,0.8127490282058716,9.999999747378752e-05,0.4495205879211426,0.8835616707801819,0.3207048773765564
13,0.7994688153266907,9.999999747378752e-05,0.4382524788379669,0.8835616707801819,0.31327491998672485
14,0.795484721660614,9.999999747378752e-05,0.441326767206192,0.8835616707801819,0.30742326378822327
15,0.7941567301750183,9.999999747378752e-05,0.42919284105300903,0.8835616707801819,0.30112579464912415
16,0.8140770196914673,9.999999747378752e-05,0.4245038628578186,0.8835616707801819,0.2957119047641754
17,0.8300132751464844,9.999999747378752e-05,0.40744471549987793,0.8904109597206116,0.2907242774963379
18,0.8393094539642334,9.999999747378752e-05,0.38621222972869873,0.8835616707801819,0.28739356994628906
19,0.8300132751464844,9.999999747378752e-05,0.40016311407089233,0.8904109597206116,0.28229978680610657
20,0.8260292410850525,9.999999747378752e-05,0.38916274905204773,0.8767123222351074,0.2801530361175537
21,0.8419654965400696,9.999999747378752e-05,0.3850531578063965,0.8767123222351074,0.27676668763160706
22,0.833997368812561,9.999999747378752e-05,0.38341251015663147,0.8767123222351074,0.27190494537353516
23,0.8366534113883972,9.999999747378752e-05,0.38358578085899353,0.8698630332946777,0.2696973383426666
24,0.8366534113883972,9.999999747378752e-05,0.37402206659317017,0.8835616707801819,0.2660130560398102
25,0.833997368812561,9.999999747378752e-05,0.3647095263004303,0.8904109597206116,0.26322320103645325
26,0.824701189994812,9.999999747378752e-05,0.38602203130722046,0.8767123222351074,0.26145216822624207
27,0.833997368812561,9.999999747378752e-05,0.37934136390686035,0.8767123222351074,0.2602969706058502
28,0.8552457094192505,9.999999747378752e-05,0.35369566082954407,0.8767123222351074,0.25868433713912964
29,0.8353253602981567,9.999999747378752e-05,0.3749511241912842,0.8767123222351074,0.2564212679862976
30,0.8499336242675781,9.999999747378752e-05,0.35888946056365967,0.8767123222351074,0.2557007670402527
31,0.8486055731773376,9.999999747378752e-05,0.35397595167160034,0.8767123222351074,0.2519468665122986
32,0.8565737009048462,9.999999747378752e-05,0.35638460516929626,0.8904109597206116,0.25051751732826233
33,0.8565737009048462,9.999999747378752e-05,0.35617271065711975,0.8767123222351074,0.24875721335411072
34,0.8512616157531738,9.999999747378752e-05,0.3429141044616699,0.8767123222351074,0.2469734251499176
35,0.8565737009048462,9.999999747378752e-05,0.3502112925052643,0.8767123222351074,0.24692226946353912
36,0.8525896668434143,9.999999747378752e-05,0.3537919819355011,0.8767123222351074,0.2442527711391449
37,0.85391765832901,9.999999747378752e-05,0.3371596932411194,0.8835616707801819,0.24134303629398346
38,0.8459495306015015,9.999999747378752e-05,0.34488239884376526,0.8767123222351074,0.2398943454027176
39,0.8525896668434143,9.999999747378752e-05,0.33915993571281433,0.8767123222351074,0.23954647779464722
40,0.85391765832901,9.999999747378752e-05,0.3425520062446594,0.8698630332946777,0.23837123811244965
41,0.863213837146759,9.999999747378752e-05,0.33455172181129456,0.8767123222351074,0.23704427480697632
42,0.8552457094192505,9.999999747378752e-05,0.3330548107624054,0.8698630332946777,0.23704518377780914
43,0.8725099563598633,9.999999747378752e-05,0.3228331506252289,0.8767123222351074,0.23560762405395508
44,0.8618857860565186,9.999999747378752e-05,0.3255140483379364,0.8767123222351074,0.23459288477897644
45,0.8486055731773376,9.999999747378752e-05,0.34375181794166565,0.8767123222351074,0.23307636380195618
46,0.8525896668434143,9.999999747378752e-05,0.3441058099269867,0.8767123222351074,0.23255258798599243
47,0.8698539137840271,9.999999747378752e-05,0.33171308040618896,0.8767123222351074,0.23159432411193848
48,0.8671978712081909,9.999999747378752e-05,0.3164592683315277,0.8767123222351074,0.22962413728237152
49,0.8579017519950867,9.999999747378752e-05,0.3268968462944031,0.8835616707801819,0.22837431728839874
