epoch,accuracy,learning_rate,loss,val_accuracy,val_loss

0,0.30629265308380127,9.999999747378752e-05,1.4340622425079346,0.4382716119289398,1.227143406867981

1,0.3798332214355469,9.999999747378752e-05,1.3199684619903564,0.48765432834625244,1.1421371698379517

2,0.39423805475234985,9.999999747378752e-05,1.268123745918274,0.5061728358268738,1.0912671089172363

3,0.40485215187072754,9.999999747378752e-05,1.2362451553344727,0.5185185074806213,1.0564854145050049

4,0.4192570149898529,9.999999747378752e-05,1.1987707614898682,0.5370370149612427,1.030076026916504

5,0.4329037070274353,9.999999747378752e-05,1.194949746131897,0.5432098507881165,1.0117467641830444

6,0.45185747742652893,9.999999747378752e-05,1.1656347513198853,0.5308641791343689,0.9926450848579407

7,0.4639878571033478,9.999999747378752e-05,1.1282799243927002,0.5370370149612427,0.979505181312561

8,0.4829416275024414,9.999999747378752e-05,1.1118844747543335,0.5432098507881165,0.9682211875915527

9,0.46550416946411133,9.999999747378752e-05,1.1035102605819702,0.5308641791343689,0.9594382643699646

10,0.47156935930252075,9.999999747378752e-05,1.0876880884170532,0.5246913433074951,0.9503517746925354

11,0.4799090325832367,9.999999747378752e-05,1.0833055973052979,0.5246913433074951,0.9459712505340576

12,0.44882485270500183,9.999999747378752e-05,1.0856289863586426,0.5123456716537476,0.9401671886444092

13,0.4738438129425049,9.999999747378752e-05,1.0708035230636597,0.5185185074806213,0.936367392539978

14,0.4738438129425049,9.999999747378752e-05,1.068634033203125,0.5308641791343689,0.9316888451576233

15,0.5018953680992126,9.999999747378752e-05,1.0515613555908203,0.5246913433074951,0.9280204176902771

16,0.4996209144592285,9.999999747378752e-05,1.0284494161605835,0.5370370149612427,0.9250757694244385

17,0.509476900100708,9.999999747378752e-05,1.0431857109069824,0.5185185074806213,0.9217326641082764

18,0.47156935930252075,9.999999747378752e-05,1.0510566234588623,0.5123456716537476,0.9181689023971558

19,0.5072024464607239,9.999999747378752e-05,1.0447332859039307,0.5061728358268738,0.9146770238876343

20,0.49507203698158264,9.999999747378752e-05,1.0206892490386963,0.5061728358268738,0.9120343327522278

21,0.508718729019165,9.999999747378752e-05,1.004857063293457,0.5,0.9113187193870544

22,0.5185746550559998,9.999999747378752e-05,1.0032426118850708,0.5061728358268738,0.9074833393096924

23,0.4905231297016144,9.999999747378752e-05,1.0172460079193115,0.4938271641731262,0.9054495692253113

24,0.48900681734085083,9.999999747378752e-05,1.001037359237671,0.5,0.9045220613479614

25,0.5102350115776062,9.999999747378752e-05,1.0011104345321655,0.5123456716537476,0.9042221903800964

26,0.48445791006088257,9.999999747378752e-05,1.0204588174819946,0.5123456716537476,0.9036898016929626

27,0.538286566734314,9.999999747378752e-05,0.9877796173095703,0.5,0.9009649157524109

28,0.5102350115776062,9.999999747378752e-05,0.9891778230667114,0.4938271641731262,0.8992394208908081

29,0.4965883195400238,9.999999747378752e-05,1.0053635835647583,0.4938271641731262,0.9005399346351624

30,0.5125094652175903,9.999999747378752e-05,0.9882335066795349,0.5061728358268738,0.899002730846405

31,0.5140257477760315,9.999999747378752e-05,0.9867188334465027,0.5,0.8986790776252747

32,0.5170583724975586,9.999999747378752e-05,0.9814540147781372,0.5061728358268738,0.8957597017288208

33,0.48824867606163025,9.999999747378752e-05,0.9884899258613586,0.4938271641731262,0.8969746232032776

34,0.5193328261375427,9.999999747378752e-05,0.9658700823783875,0.48765432834625244,0.8972471952438354

35,0.49507203698158264,9.999999747378752e-05,0.9843999743461609,0.48148149251937866,0.8942809700965881

36,0.5155420899391174,9.999999747378752e-05,0.9679547548294067,0.48148149251937866,0.8939822316169739

37,0.5147839188575745,9.999999747378752e-05,0.9673418998718262,0.48148149251937866,0.8946588039398193

38,0.5026535391807556,9.999999747378752e-05,0.9776422381401062,0.48765432834625244,0.8941216468811035

39,0.524639904499054,9.999999747378752e-05,0.9551748633384705,0.48765432834625244,0.8941887617111206

40,0.5253980159759521,9.999999747378752e-05,0.9479935765266418,0.48148149251937866,0.8942062854766846

41,0.523123562335968,4.999999873689376e-05,0.9674638509750366,0.48148149251937866,0.8932256698608398

42,0.5132676362991333,4.999999873689376e-05,0.9514449834823608,0.48148149251937866,0.8930761218070984

43,0.5155420899391174,4.999999873689376e-05,0.9645562171936035,0.48765432834625244,0.8930037021636963

44,0.5193328261375427,4.999999873689376e-05,0.9502543807029724,0.48765432834625244,0.8936209678649902

45,0.5178165435791016,4.999999873689376e-05,0.9488339424133301,0.48765432834625244,0.8935807943344116

46,0.5163002014160156,4.999999873689376e-05,0.9577785730361938,0.48765432834625244,0.8933870196342468

47,0.5307050943374634,2.499999936844688e-05,0.9489292502403259,0.48765432834625244,0.8934311866760254

48,0.5223654508590698,2.499999936844688e-05,0.9575570821762085,0.4753086566925049,0.8933494687080383

49,0.5140257477760315,2.499999936844688e-05,0.9575486183166504,0.48765432834625244,0.8932065367698669

