epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.4935336410999298,9.999999747378752e-05,1.4156066179275513,0.5855379104614258,1.1063885688781738
1,0.6104782223701477,9.999999747378752e-05,1.0619184970855713,0.6300705671310425,0.9524031281471252
2,0.6460294127464294,9.999999747378752e-05,0.9558039903640747,0.6596119999885559,0.8733147382736206
3,0.667767345905304,9.999999747378752e-05,0.8991154432296753,0.6697530746459961,0.8371714949607849
4,0.6793792247772217,9.999999747378752e-05,0.8621948957443237,0.6895943284034729,0.8031601309776306
5,0.6872488856315613,9.999999747378752e-05,0.829590380191803,0.6975308656692505,0.7837330102920532
6,0.6959991455078125,9.999999747378752e-05,0.8128650188446045,0.698853611946106,0.7637936472892761
7,0.700126588344574,9.999999747378752e-05,0.7946833968162537,0.7054673433303833,0.7501089572906494
8,0.7075009346008301,9.999999747378752e-05,0.7733436226844788,0.7050264477729797,0.7371624112129211
9,0.710252583026886,9.999999747378752e-05,0.767371654510498,0.7085537910461426,0.7329188585281372
10,0.7119035720825195,9.999999747378752e-05,0.7603834271430969,0.7138447761535645,0.7194560170173645
11,0.7153706550598145,9.999999747378752e-05,0.7477385997772217,0.7195767164230347,0.7100969552993774
12,0.7227450609207153,9.999999747378752e-05,0.7385696172714233,0.7239859104156494,0.7058113217353821
13,0.7214792966842651,9.999999747378752e-05,0.7298826575279236,0.7288359999656677,0.6988334655761719
14,0.7230752110481262,9.999999747378752e-05,0.7269172668457031,0.726190447807312,0.6961029171943665
15,0.7240658402442932,9.999999747378752e-05,0.7271212935447693,0.7235449552536011,0.6908774971961975
16,0.7230752110481262,9.999999747378752e-05,0.7227852940559387,0.7266314029693604,0.6866194605827332
17,0.7303946018218994,9.999999747378752e-05,0.7162683606147766,0.7314814925193787,0.6822323799133301
18,0.7283583879470825,9.999999747378752e-05,0.7109928727149963,0.7301587462425232,0.6801753640174866
19,0.7281932830810547,9.999999747378752e-05,0.7048892974853516,0.733686089515686,0.6769377589225769
20,0.7353475093841553,9.999999747378752e-05,0.6998677253723145,0.7358906269073486,0.6751790046691895
21,0.7383192777633667,9.999999747378752e-05,0.6987513303756714,0.7402998208999634,0.6684272885322571
22,0.7347421646118164,9.999999747378752e-05,0.6945892572402954,0.7385361790657043,0.6671667098999023
23,0.7373287081718445,9.999999747378752e-05,0.6917874217033386,0.7407407164573669,0.6618466973304749
24,0.7349072694778442,9.999999747378752e-05,0.6868035793304443,0.7398589253425598,0.6578490138053894
25,0.7357327342033386,9.999999747378752e-05,0.6872506737709045,0.7416225671768188,0.6560900211334229
26,0.7357327342033386,9.999999747378752e-05,0.6883383989334106,0.7460317611694336,0.6522904634475708
27,0.7367783784866333,9.999999747378752e-05,0.678997278213501,0.7416225671768188,0.6577097773551941
28,0.7365582585334778,9.999999747378752e-05,0.6831725835800171,0.7455908060073853,0.6506363749504089
29,0.7362830638885498,9.999999747378752e-05,0.6808794140815735,0.7464726567268372,0.6478167176246643
30,0.742171585559845,9.999999747378752e-05,0.6741663217544556,0.7442680597305298,0.6499941349029541
31,0.7421165704727173,9.999999747378752e-05,0.671985924243927,0.7473545074462891,0.6413952112197876
32,0.7406306862831116,9.999999747378752e-05,0.6694188714027405,0.7438271641731262,0.6493774056434631
33,0.7432172298431396,9.999999747378752e-05,0.6694709062576294,0.7469135522842407,0.6439602971076965
34,0.7402454614639282,9.999999747378752e-05,0.6696953177452087,0.7464726567268372,0.6405037641525269
35,0.7455285787582397,9.999999747378752e-05,0.6641705632209778,0.7469135522842407,0.6404780745506287
36,0.7445380091667175,9.999999747378752e-05,0.661770224571228,0.7477954030036926,0.6410835385322571
37,0.7405205965042114,9.999999747378752e-05,0.6671963930130005,0.7491181492805481,0.640130341053009
38,0.7442628145217896,9.999999747378752e-05,0.6586149334907532,0.7522045969963074,0.6336200833320618
39,0.7467393279075623,9.999999747378752e-05,0.6599623560905457,0.7535273432731628,0.6368407607078552
40,0.747234582901001,9.999999747378752e-05,0.6632637977600098,0.7522045969963074,0.6349077820777893
41,0.7459688782691956,9.999999747378752e-05,0.659126341342926,0.751763641834259,0.6328943371772766
42,0.7423366904258728,9.999999747378752e-05,0.6611428260803223,0.748236358165741,0.6325703263282776
43,0.7481151223182678,9.999999747378752e-05,0.6546326875686646,0.7491181492805481,0.633177638053894
44,0.7486104369163513,9.999999747378752e-05,0.6531436443328857,0.7544091939926147,0.6269534230232239
45,0.74795001745224,9.999999747378752e-05,0.6542348265647888,0.7508818507194519,0.6298598051071167
46,0.7453084588050842,9.999999747378752e-05,0.6610280871391296,0.75,0.6288109421730042
47,0.7452534437179565,9.999999747378752e-05,0.6526771187782288,0.7535273432731628,0.6278888583183289
48,0.7460238933563232,9.999999747378752e-05,0.6560564637184143,0.7557319402694702,0.6246765851974487
49,0.747234582901001,9.999999747378752e-05,0.6519286036491394,0.7539682388305664,0.6281262040138245
