epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.393674373626709,9.999999747378752e-05,1.5549558401107788,0.4769230782985687,1.413701057434082
1,0.5239008069038391,9.999999747378752e-05,1.2818065881729126,0.5355769395828247,1.2890784740447998
2,0.5539714694023132,9.999999747378752e-05,1.187178373336792,0.5596153736114502,1.2205256223678589
3,0.5841619968414307,9.999999747378752e-05,1.1268411874771118,0.5721153616905212,1.1763933897018433
4,0.6035701632499695,9.999999747378752e-05,1.0753635168075562,0.5826923251152039,1.1461460590362549
5,0.6051275730133057,9.999999747378752e-05,1.0510598421096802,0.5951923131942749,1.107692003250122
6,0.6210614442825317,9.999999747378752e-05,1.0178496837615967,0.6028845906257629,1.084890604019165
7,0.6283694505691528,9.999999747378752e-05,0.9970529079437256,0.5980769395828247,1.0756797790527344
8,0.6375943422317505,9.999999747378752e-05,0.9714381694793701,0.6048076748847961,1.0596742630004883
9,0.6386725902557373,9.999999747378752e-05,0.9596025347709656,0.6115384697914124,1.043068766593933
10,0.6476578116416931,9.999999747378752e-05,0.9445676803588867,0.6278846263885498,1.0232161283493042
11,0.6537678241729736,9.999999747378752e-05,0.9329982399940491,0.6192307472229004,1.022023320198059
12,0.6598777770996094,9.999999747378752e-05,0.9134986400604248,0.607692301273346,1.022413730621338
13,0.6619144678115845,9.999999747378752e-05,0.9047529697418213,0.6192307472229004,1.0067192316055298
14,0.6650293469429016,9.999999747378752e-05,0.9021002650260925,0.6307692527770996,0.9955489039421082
15,0.6686234474182129,9.999999747378752e-05,0.8850730061531067,0.629807710647583,0.9832745790481567
16,0.6741344332695007,9.999999747378752e-05,0.8859027028083801,0.6336538195610046,0.9759509563446045
17,0.6794057488441467,9.999999747378752e-05,0.8652179837226868,0.6192307472229004,0.9872424602508545
18,0.6725769639015198,9.999999747378752e-05,0.8604661822319031,0.6394230723381042,0.9703319072723389
19,0.6756918430328369,9.999999747378752e-05,0.8578683137893677,0.6365384459495544,0.9677668809890747
20,0.6802443861961365,9.999999747378752e-05,0.8556104898452759,0.6480769515037537,0.9609849452972412
21,0.6744938492774963,9.999999747378752e-05,0.8563504815101624,0.6365384459495544,0.9661964178085327
22,0.6779681444168091,9.999999747378752e-05,0.8445755243301392,0.6432692408561707,0.957148551940918
23,0.687432587146759,9.999999747378752e-05,0.8406994938850403,0.6461538672447205,0.9547685384750366
24,0.6935425996780396,9.999999747378752e-05,0.8369547128677368,0.6355769038200378,0.9647935628890991
25,0.6903079152107239,9.999999747378752e-05,0.8269492983818054,0.6461538672447205,0.9426297545433044
26,0.6923445463180542,9.999999747378752e-05,0.8232670426368713,0.6461538672447205,0.9478302001953125
27,0.6954594254493713,9.999999747378752e-05,0.8204370141029358,0.6634615659713745,0.935985267162323
28,0.6935425996780396,9.999999747378752e-05,0.8259447813034058,0.642307698726654,0.9510489702224731
29,0.6965376734733582,9.999999747378752e-05,0.8179203867912292,0.6557692289352417,0.9370827078819275
30,0.700491189956665,9.999999747378752e-05,0.8123988509178162,0.6480769515037537,0.9421427249908447
31,0.6947406530380249,9.999999747378752e-05,0.8142468333244324,0.6509615182876587,0.9288561344146729
32,0.6985743641853333,9.999999747378752e-05,0.8071624636650085,0.6499999761581421,0.9399444460868835
33,0.6912662982940674,9.999999747378752e-05,0.8006237149238586,0.6509615182876587,0.9372710585594177
34,0.6982149481773376,9.999999747378752e-05,0.801150918006897,0.6586538553237915,0.9351441860198975
35,0.7003713846206665,9.999999747378752e-05,0.8026679158210754,0.6548076868057251,0.9344925284385681
36,0.7003713846206665,4.999999873689376e-05,0.799794614315033,0.6519230604171753,0.9328808784484863
37,0.6972565054893494,4.999999873689376e-05,0.8017008304595947,0.6586538553237915,0.9269315004348755
38,0.7058823704719543,4.999999873689376e-05,0.7933260202407837,0.6567307710647583,0.9303492307662964
39,0.7021684646606445,4.999999873689376e-05,0.7885724902153015,0.6480769515037537,0.9388713240623474
40,0.7026476860046387,4.999999873689376e-05,0.7892596125602722,0.6548076868057251,0.9217854738235474
41,0.702887237071991,4.999999873689376e-05,0.7942251563072205,0.6596153974533081,0.9238138794898987
42,0.6996525526046753,4.999999873689376e-05,0.7961785793304443,0.6567307710647583,0.9278905391693115
43,0.7015694379806519,4.999999873689376e-05,0.7900670766830444,0.6576923131942749,0.9288272857666016
44,0.7067209482192993,4.999999873689376e-05,0.7810007333755493,0.6567307710647583,0.9255562424659729
45,0.7094764709472656,2.499999936844688e-05,0.7776585221290588,0.6586538553237915,0.9244384765625
46,0.7038456797599792,2.499999936844688e-05,0.7809195518493652,0.6586538553237915,0.9224454760551453
47,0.7032466530799866,2.499999936844688e-05,0.7858637571334839,0.6605769395828247,0.921347439289093
48,0.7103151082992554,2.499999936844688e-05,0.7876634001731873,0.6605769395828247,0.9236131310462952
49,0.7021684646606445,2.499999936844688e-05,0.782869279384613,0.6567307710647583,0.9265279769897461
