dataset,leakage_category,duplicate_count,md5_hash,file_pairs
oral,TRAIN_TEST_LEAKAGE,2,c720301019feb599f5cb6814b0047331,[train:CANCER] 001.jpeg <==> [test:CANCER 1] 002.jpeg
oral,TRAIN_TEST_LEAKAGE,2,e067d0c50817357e4b7083a78f4b6664,[train:CANCER] 016.jpeg <==> [test:CANCER 1] 017.jpeg
oral,TRAIN_TEST_LEAKAGE,2,721e5a042f0dee87a58f6635cb39ed04,[train:CANCER] 021.jpeg <==> [test:CANCER 1] 023.jpeg
oral,TRAIN_TEST_LEAKAGE,2,1f53332594aae655b3fb3a097159b2e0,[train:CANCER] 030.jpeg <==> [test:CANCER 1] 038.jpeg
oral,TRAIN_TEST_LEAKAGE,2,db6c6d583ae98dc2d85535ab2199e6c2,[train:CANCER] 037.jpeg <==> [test:CANCER 1] 046.jpeg
oral,TRAIN_TEST_LEAKAGE,2,d784097e74cc946816b2f859e433c688,[train:CANCER] 059.jpeg <==> [test:CANCER 1] 075.jpeg
oral,TRAIN_TEST_LEAKAGE,2,30f6e65c6755e01bd2404712559a2186,[train:CANCER] 065.jpeg <==> [test:CANCER 1] 083.jpeg
oral,TRAIN_TEST_LEAKAGE,2,ae46ed737fe7ba1c6733105573347f6f,[train:CANCER] 066.jpeg <==> [test:CANCER 1] 084.jpeg
oral,TRAIN_TEST_LEAKAGE,2,bd8d4aff0a46df784c220406b1455baa,[train:CANCER] 092.jpeg <==> [test:CANCER 1] 110.jpeg
oral,TRAIN_TEST_LEAKAGE,2,e4f985efc03a8854439d6e8602e9f849,[train:CANCER] 095.jpeg <==> [test:CANCER 1] 113.jpeg
oral,TRAIN_TEST_LEAKAGE,2,a4fe3c23774cf8d1ab7ac68e64324757,[train:CANCER] 104.jpeg <==> [test:CANCER 1] 122.jpeg
oral,TRAIN_TEST_LEAKAGE,2,bab00fd04f12a158fe25803d30a55a78,[train:CANCER] 122.jpeg <==> [test:CANCER 1] 141.jpeg
oral,TRAIN_TEST_LEAKAGE,2,9cf6708ae8a466bf7ce282a1d305bfe4,[train:CANCER] 132.jpeg <==> [test:CANCER 1] 152.jpeg
oral,TRAIN_TEST_LEAKAGE,2,030d6d3b713d39b3cfa776accf8ffadc,[train:CANCER] 155.jpeg <==> [test:CANCER 1] 175.jpeg
oral,TRAIN_TEST_LEAKAGE,2,0f866928d36c6c43760c653d5e5dd1f7,[train:CANCER] 163.jpeg <==> [test:CANCER 1] 182.jpeg
oral,TRAIN_TEST_LEAKAGE,2,4c2b642611ae55f85076bebf55d733ba,[train:CANCER] 194.jpeg <==> [test:CANCER 1] 214.jpeg
oral,TRAIN_TEST_LEAKAGE,2,4c474227e490466b65a8c94b62d0fe27,[train:CANCER] 209.jpeg <==> [test:CANCER 1] 229.jpeg
oral,TRAIN_TEST_LEAKAGE,2,9259fbd8dfe17e2bdf0fe0bd70622039,[train:CANCER] 227.jpeg <==> [test:CANCER 1] 249.jpeg
oral,TRAIN_TEST_LEAKAGE,2,719eb789b8d2a1671b77498e30dbe60b,[train:CANCER] 229.jpeg <==> [test:CANCER 1] 250.jpeg
oral,TRAIN_TEST_LEAKAGE,2,75cdfbd77bf0a184531a620d60b8a427,[train:CANCER] 237.jpeg <==> [test:CANCER 1] 259.jpeg
oral,TRAIN_TEST_LEAKAGE,2,cedbd00140a826c5c7ee889bde9fbf12,[train:CANCER] 240.jpeg <==> [test:CANCER 1] 262.jpeg
oral,TRAIN_TEST_LEAKAGE,2,97d8f51573e7bde246e99b8d38ec1099,[train:CANCER] 253.jpeg <==> [test:CANCER 1] 277.jpeg
oral,TRAIN_TEST_LEAKAGE,2,2da3a45f43758ebf049859b5d08fc548,[train:CANCER] 281.jpeg <==> [test:CANCER 1] 311.jpeg
