filename,filepath,true_class,predicted_class,confidence,dataset,model,is_high_confidence,is_low_confidence
01F3MMXF7AMVDPVDESXA1YJNX5_jpeg.rf.2f68f8fc2e43a07550b631a462f6d90d.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Acne\01F3MMXF7AMVDPVDESXA1YJNX5_jpeg.rf.2f68f8fc2e43a07550b631a462f6d90d.jpg,Acne,Seborrheic Keratosis,0.3964228928089142,skin,skin_model.keras,False,True
01F3MMXF7AMVDPVDESXA1YJNX5_jpeg.rf.7d1bdeeb28c5b919eaa26199176ac4dc.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Acne\01F3MMXF7AMVDPVDESXA1YJNX5_jpeg.rf.7d1bdeeb28c5b919eaa26199176ac4dc.jpg,Acne,Seborrheic Keratosis,0.2865023910999298,skin,skin_model.keras,False,True
31_jpg.rf.b1475b804046eb6bb36ad919936ffe43.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Acne\31_jpg.rf.b1475b804046eb6bb36ad919936ffe43.jpg,Acne,Melanoma,0.3216770887374878,skin,skin_model.keras,False,True
acne-113_jpeg.rf.61f34253768c2c2d90f282009cc85cc1.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Acne\acne-113_jpeg.rf.61f34253768c2c2d90f282009cc85cc1.jpg,Acne,Actinic Keratosis,0.5281803011894226,skin,skin_model.keras,False,False
acne-127_jpg.rf.d3d5ce301ca715b9f7d0987c5493a249.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Acne\acne-127_jpg.rf.d3d5ce301ca715b9f7d0987c5493a249.jpg,Acne,Seborrheic Keratosis,0.6951859593391418,skin,skin_model.keras,False,False
acne-134_jpg.rf.417c82e7063a6160461440b5758b9993.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Acne\acne-134_jpg.rf.417c82e7063a6160461440b5758b9993.jpg,Acne,Seborrheic Keratosis,0.6079070568084717,skin,skin_model.keras,False,False
acne-149_jpg.rf.03e8887e9c8de1c1f12b9d147d0dda17.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Acne\acne-149_jpg.rf.03e8887e9c8de1c1f12b9d147d0dda17.jpg,Acne,Seborrheic Keratosis,0.5759766697883606,skin,skin_model.keras,False,False
acne-154_jpg.rf.aa10f14b351652c5646e22544670738c.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Acne\acne-154_jpg.rf.aa10f14b351652c5646e22544670738c.jpg,Acne,Seborrheic Keratosis,0.7324698567390442,skin,skin_model.keras,False,False
acne-182_jpg.rf.7c2e3699a804e6c8aa7910f55b5ca1d5.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Acne\acne-182_jpg.rf.7c2e3699a804e6c8aa7910f55b5ca1d5.jpg,Acne,Seborrheic Keratosis,0.8646774888038635,skin,skin_model.keras,True,False
acne-306_jpeg.rf.40691f2c7cb3cd1adc01b94d628f07c2.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Acne\acne-306_jpeg.rf.40691f2c7cb3cd1adc01b94d628f07c2.jpg,Acne,Melanocytic Nevus (Nevus),0.6512324810028076,skin,skin_model.keras,False,False
acne-cystic-90.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Acne\acne-cystic-90.jpg,Acne,Seborrheic Keratosis,0.4973946213722229,skin,skin_model.keras,False,True
acne-open-comedo-41.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Acne\acne-open-comedo-41.jpg,Acne,Seborrheic Keratosis,0.5141364336013794,skin,skin_model.keras,False,False
PAT_104_1754_276.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Actinic Keratosis\PAT_104_1754_276.png,Actinic Keratosis,Basal Cell Carcinoma,0.5510429739952087,skin,skin_model.keras,False,False
PAT_1374_1285_735.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Actinic Keratosis\PAT_1374_1285_735.png,Actinic Keratosis,Seborrheic Keratosis,0.6170738339424133,skin,skin_model.keras,False,False
PAT_1423_1472_18.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Actinic Keratosis\PAT_1423_1472_18.png,Actinic Keratosis,Seborrheic Keratosis,0.37477028369903564,skin,skin_model.keras,False,True
PAT_1433_1499_29.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Actinic Keratosis\PAT_1433_1499_29.png,Actinic Keratosis,Melanocytic Nevus (Nevus),0.3425027132034302,skin,skin_model.keras,False,True
PAT_1441_1531_670.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Actinic Keratosis\PAT_1441_1531_670.png,Actinic Keratosis,Basal Cell Carcinoma,0.26040875911712646,skin,skin_model.keras,False,True
PAT_1498_1715_345.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Actinic Keratosis\PAT_1498_1715_345.png,Actinic Keratosis,Seborrheic Keratosis,0.6638187766075134,skin,skin_model.keras,False,False
PAT_1531_1800_683.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Actinic Keratosis\PAT_1531_1800_683.png,Actinic Keratosis,Dermatofibroma,0.2906142771244049,skin,skin_model.keras,False,True
PAT_1547_1874_432.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Actinic Keratosis\PAT_1547_1874_432.png,Actinic Keratosis,Basal Cell Carcinoma,0.5437363386154175,skin,skin_model.keras,False,False
PAT_1547_1875_436.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Actinic Keratosis\PAT_1547_1875_436.png,Actinic Keratosis,Basal Cell Carcinoma,0.6559914350509644,skin,skin_model.keras,False,False
PAT_1729_3235_712.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Actinic Keratosis\PAT_1729_3235_712.png,Actinic Keratosis,Seborrheic Keratosis,0.35462555289268494,skin,skin_model.keras,False,True
PAT_1805_3477_772.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Actinic Keratosis\PAT_1805_3477_772.png,Actinic Keratosis,Seborrheic Keratosis,0.26755475997924805,skin,skin_model.keras,False,True
PAT_1849_3629_214.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Actinic Keratosis\PAT_1849_3629_214.png,Actinic Keratosis,Melanocytic Nevus (Nevus),0.5163649320602417,skin,skin_model.keras,False,False
PAT_1884_3730_813.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Actinic Keratosis\PAT_1884_3730_813.png,Actinic Keratosis,Acne,0.8686500191688538,skin,skin_model.keras,True,False
PAT_2021_4180_381.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Actinic Keratosis\PAT_2021_4180_381.png,Actinic Keratosis,Acne,0.5301238894462585,skin,skin_model.keras,False,False
PAT_246_377_159.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Actinic Keratosis\PAT_246_377_159.png,Actinic Keratosis,Seborrheic Keratosis,0.40458565950393677,skin,skin_model.keras,False,True
PAT_263_404_410.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Actinic Keratosis\PAT_263_404_410.png,Actinic Keratosis,Basal Cell Carcinoma,0.4127834439277649,skin,skin_model.keras,False,True
PAT_276_425_539.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Actinic Keratosis\PAT_276_425_539.png,Actinic Keratosis,Seborrheic Keratosis,0.7020898461341858,skin,skin_model.keras,False,False
PAT_337_1697_721.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Actinic Keratosis\PAT_337_1697_721.png,Actinic Keratosis,Seborrheic Keratosis,0.31466153264045715,skin,skin_model.keras,False,True
PAT_36_50_14.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Actinic Keratosis\PAT_36_50_14.png,Actinic Keratosis,Seborrheic Keratosis,0.8104456067085266,skin,skin_model.keras,True,False
PAT_388_1589_976.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Actinic Keratosis\PAT_388_1589_976.png,Actinic Keratosis,Melanocytic Nevus (Nevus),0.41973137855529785,skin,skin_model.keras,False,True
PAT_571_1097_652.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Actinic Keratosis\PAT_571_1097_652.png,Actinic Keratosis,Basal Cell Carcinoma,0.7664142847061157,skin,skin_model.keras,True,False
PAT_69_1053_332.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Actinic Keratosis\PAT_69_1053_332.png,Actinic Keratosis,Basal Cell Carcinoma,0.7323780059814453,skin,skin_model.keras,False,False
PAT_704_1323_974.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Actinic Keratosis\PAT_704_1323_974.png,Actinic Keratosis,Seborrheic Keratosis,0.5390541553497314,skin,skin_model.keras,False,False
PAT_71_108_56.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Actinic Keratosis\PAT_71_108_56.png,Actinic Keratosis,Basal Cell Carcinoma,0.4109768867492676,skin,skin_model.keras,False,True
PAT_747_1410_179.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Actinic Keratosis\PAT_747_1410_179.png,Actinic Keratosis,Seborrheic Keratosis,0.4482605457305908,skin,skin_model.keras,False,True
PAT_861_1639_823.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Actinic Keratosis\PAT_861_1639_823.png,Actinic Keratosis,Basal Cell Carcinoma,0.7606654167175293,skin,skin_model.keras,True,False
PAT_987_1859_859.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Actinic Keratosis\PAT_987_1859_859.png,Actinic Keratosis,Basal Cell Carcinoma,0.6331621408462524,skin,skin_model.keras,False,False
PAT_996_6_622.png,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Actinic Keratosis\PAT_996_6_622.png,Actinic Keratosis,Melanocytic Nevus (Nevus),0.3409443795681,skin,skin_model.keras,False,True
BCN_0000001117.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Basal Cell Carcinoma\BCN_0000001117.jpg,Basal Cell Carcinoma,Melanoma,0.6253327131271362,skin,skin_model.keras,False,False
BCN_0000002413.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Basal Cell Carcinoma\BCN_0000002413.jpg,Basal Cell Carcinoma,Squamous Cell Carcinoma,0.666664183139801,skin,skin_model.keras,False,False
BCN_0000002872.jpg,E:\Mega project\MedvisionAi-\ML-Model\data\Test\FYP skin disease Dataset\Basal Cell Carcinoma\BCN_0000002872.jpg,Basal Cell Carcinoma,Squamous Cell Carcinoma,0.6928738355636597,skin,skin_model.keras,False,False
